         4310950 function calls (4216646 primitive calls) in 6.463 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      299    0.001    0.000    0.005    0.000 _text_layout.py:14(layout)
    39/21    0.001    0.000    0.029    0.001 offsetbox.py:468(get_extent_offsets)
      394    0.001    0.000    0.009    0.000 font_manager.py:930(copy)
      261    0.001    0.000    0.003    0.000 text.py:929(set_color)
      256    0.001    0.000    0.001    0.000 text.py:253(set_rotation_mode)
       63    0.001    0.000    0.012    0.000 backend_bases.py:193(draw_markers)
      228    0.001    0.000    0.002    0.000 transforms.py:2701(__init__)
1258/1255    0.001    0.000    0.005    0.000 transforms.py:1763(transform)
      288    0.001    0.000    0.011    0.000 patches.py:854(get_bbox)
      553    0.001    0.000    0.003    0.000 <__array_function__ internals>:2(concatenate)
      197    0.001    0.000    0.002    0.000 axis.py:1609(_set_formatter)
      172    0.001    0.000    0.002    0.000 core.py:2974(__array_finalize__)
      198    0.001    0.000    0.003    0.000 lines.py:1290(update_from)
      653    0.001    0.000    0.002    0.000 artist.py:377(set_transform)
       63    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.cleanup_path}
      781    0.001    0.000    0.002    0.000 artist.py:993(set_visible)
        8    0.001    0.000    0.001    0.000 ImagePalette.py:50(palette)
      590    0.001    0.000    0.004    0.000 artist.py:876(_set_gc_clip)
      788    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
      228    0.001    0.000    0.007    0.000 transforms.py:1992(rotate_deg_around)
      572    0.001    0.000    0.004    0.000 colors.py:137(is_color_like)
      250    0.001    0.000    0.012    0.000 text.py:1240(set_fontproperties)
     3342    0.001    0.000    0.001    0.000 artist.py:818(get_visible)
      311    0.001    0.000    0.004    0.000 lines.py:1045(set_color)
        3    0.001    0.000    0.001    0.000 {built-in method scipy.fft._pocketfft.pypocketfft.r2c}
      572    0.001    0.000    0.005    0.000 colors.py:150(_check_color_like)
      584    0.001    0.000    0.006    0.000 fromnumeric.py:198(reshape)
       48    0.001    0.000    0.007    0.000 patches.py:54(__init__)
       16    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.update_path_extents}
      222    0.001    0.000    0.003    0.000 transforms.py:2716(_revalidate)
       16    0.001    0.000    1.130    0.071 _base.py:2839(draw)
      323    0.001    0.000    0.002    0.000 pyparsing.py:3339(parseImpl)
      770    0.001    0.000    0.001    0.000 font_manager.py:781(set_family)
      914    0.001    0.000    0.002    0.000 transforms.py:2218(get_affine)
     1943    0.001    0.000    0.001    0.000 transforms.py:222(<lambda>)
      237    0.001    0.000    0.002    0.000 transforms.py:2546(__init__)
      809    0.001    0.000    0.005    0.000 <__array_function__ internals>:2(amax)
       64    0.001    0.000    0.061    0.001 axis.py:1068(<listcomp>)
    47/36    0.001    0.000    0.005    0.000 {built-in method builtins.__build_class__}
      289    0.001    0.000    0.001    0.000 pyparsing.py:1400(__init__)
      328    0.001    0.000    0.006    0.000 transforms.py:1972(rotate_deg)
      165    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
      116    0.001    0.000    0.004    0.000 axis.py:1310(_get_tick_label_size)
   132/21    0.001    0.000    0.002    0.000 _mathtext.py:1783(hlist_out)
      311    0.001    0.000    0.001    0.000 lines.py:1358(set_dash_capstyle)
       69    0.001    0.000    0.001    0.000 cycler.py:349(by_key)
  544/296    0.001    0.000    0.002    0.000 _base.py:907(get_yaxis_transform)
      311    0.001    0.000    0.005    0.000 lines.py:1203(set_markerfacecolor)
     2664    0.001    0.000    0.001    0.000 {method 'join' of 'bytes' objects}
   114/99    0.001    0.000    0.003    0.000 backend_pdf.py:298(<listcomp>)
       66    0.001    0.000    0.001    0.000 transforms.py:514(anchored)
        4    0.001    0.000    0.050    0.013 backend_pdf.py:1085(embedTTFType3)
        6    0.001    0.000    0.102    0.017 _base.py:1172(cla)
      116    0.001    0.000    0.035    0.000 ticker.py:2266(tick_values)
     6749    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
        3    0.001    0.000    0.001    0.000 {built-in method eraseRect}
       36    0.001    0.000    0.001    0.000 _base.py:4313(get_children)
       98    0.001    0.000    0.010    0.000 scale.py:96(set_default_locators_and_formatters)
      333    0.001    0.000    0.001    0.000 text.py:1219(_preprocess_math)
      100    0.001    0.000    0.001    0.000 __init__.py:590(__setitem__)
   100/50    0.000    0.000    0.005    0.000 transforms.py:2331(frozen)
      126    0.000    0.000    0.011    0.000 _methods.py:125(_clip)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        9    0.000    0.000    0.087    0.010 image.py:917(make_image)
      116    0.000    0.000    0.037    0.000 ticker.py:2262(__call__)
      755    0.000    0.000    0.001    0.000 lines.py:66(_scale_dashes)
      134    0.000    0.000    0.065    0.000 backend_agg.py:217(get_text_width_height_descent)
       99    0.000    0.000    0.005    0.000 ticker.py:2157(set_params)
       53    0.000    0.000    0.078    0.001 axis.py:833(set_tick_params)
      554    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
     3220    0.000    0.000    0.000    0.000 artist.py:886(get_rasterized)
     1067    0.000    0.000    0.001    0.000 text.py:1152(set_y)
        2    0.000    0.000    0.000    0.000 {built-in method pos}
     1288    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
      458    0.000    0.000    0.001    0.000 ticker.py:628(_format_maybe_minus_and_locale)
      174    0.000    0.000    0.001    0.000 transforms.py:2422(__init__)
      831    0.000    0.000    0.002    0.000 text.py:1141(set_x)
       16    0.000    0.000    0.000    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
     3304    0.000    0.000    0.000    0.000 inspect.py:2857(parameters)
     2702    0.000    0.000    0.000    0.000 {method 'popitem' of 'collections.OrderedDict' objects}
     1540    0.000    0.000    0.001    0.000 font_manager.py:1009(_normalize_font_family)
     23/7    0.000    0.000    1.131    0.162 image.py:114(_draw_list_compositing_images)
      116    0.000    0.000    0.001    0.000 _methods.py:274(_ptp)
     1275    0.000    0.000    0.001    0.000 text.py:1201(set_text)
        3    0.000    0.000    0.000    0.000 {built-in method windowHandle}
      486    0.000    0.000    0.007    0.000 axis.py:1987(getter)
      122    0.000    0.000    0.012    0.000 _mathtext.py:498(_get_glyph)
     1416    0.000    0.000    0.000    0.000 __init__.py:153(<genexpr>)
      640    0.000    0.000    0.001    0.000 {built-in method builtins.all}
     3220    0.000    0.000    0.000    0.000 artist.py:911(get_agg_filter)
      128    0.000    0.000    0.017    0.000 ticker.py:799(set_locs)
      406    0.000    0.000    0.001    0.000 lines.py:949(_get_markerfacecolor)
       41    0.000    0.000    0.002    0.000 traceback.py:321(extract)
      389    0.000    0.000    0.003    0.000 transforms.py:341(ymax)
      345    0.000    0.000    0.003    0.000 fromnumeric.py:2367(all)
       44    0.000    0.000    0.014    0.000 patches.py:166(contains_point)
      468    0.000    0.000    0.000    0.000 core.py:3405(dtype)
      132    0.000    0.000    0.005    0.000 text.py:272(update_from)
      716    0.000    0.000    0.003    0.000 axis.py:1494(convert_units)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      609    0.000    0.000    0.001    0.000 transforms.py:2178(<lambda>)
      214    0.000    0.000    0.001    0.000 transforms.py:2638(__init__)
      482    0.000    0.000    0.001    0.000 text.py:949(set_horizontalalignment)
     1379    0.000    0.000    0.000    0.000 __init__.py:911(<listcomp>)
      128    0.000    0.000    0.002    0.000 ticker.py:263(<listcomp>)
      311    0.000    0.000    0.002    0.000 lines.py:726(set_transform)
     1456    0.000    0.000    0.000    0.000 transforms.py:1739(<lambda>)
     1072    0.000    0.000    0.001    0.000 backend_pdf.py:1074(cvt)
      311    0.000    0.000    0.001    0.000 lines.py:1093(set_linewidth)
       42    0.000    0.000    0.001    0.000 stride_tricks.py:339(_broadcast_to)
      311    0.000    0.000    0.001    0.000 lines.py:1058(set_drawstyle)
  400/216    0.000    0.000    0.002    0.000 _base.py:831(get_xaxis_transform)
      126    0.000    0.000    0.004    0.000 path.py:348(iter_segments)
     2951    0.000    0.000    0.000    0.000 font_manager.py:762(get_size_in_points)
      376    0.000    0.000    0.003    0.000 transforms.py:331(ymin)
       18    0.000    0.000    0.053    0.003 image.py:161(_resample)
       99    0.000    0.000    0.001    0.000 ticker.py:2151(_staircase)
        4    0.000    0.000    0.002    0.000 backend_pdf.py:1571(_unpack)
        1    0.000    0.000    0.000    0.000 managers.py:1860(_stack_arrays)
       72    0.000    0.000    0.005    0.000 core.py:2817(__new__)
      153    0.000    0.000    0.016    0.000 _backend_pdf_ps.py:123(_get_font_ttf)
      222    0.000    0.000    0.002    0.000 lines.py:702(_transform_path)
      941    0.000    0.000    0.001    0.000 backend_bases.py:953(set_foreground)
        3    0.000    0.000    0.000    0.000 {built-in method addWidget}
       64    0.000    0.000    0.001    0.000 spines.py:229(_adjust_location)
      628    0.000    0.000    0.001    0.000 scale.py:108(get_transform)
      286    0.000    0.000    0.007    0.000 transforms.py:820(from_bounds)
      129    0.000    0.000    0.001    0.000 transforms.py:1067(__init__)
      571    0.000    0.000    0.006    0.000 _base.py:780(viewLim)
      100    0.000    0.000    0.001    0.000 _mathtext.py:1308(kern)
     3745    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      327    0.000    0.000    0.005    0.000 <__array_function__ internals>:2(broadcast_arrays)
       96    0.000    0.000    0.455    0.005 _backend_pdf_ps.py:83(get_text_width_height_descent)
       95    0.000    0.000    0.002    0.000 backend_pdf.py:305(<listcomp>)
        6    0.000    0.000    0.139    0.023 _base.py:554(__init__)
     2151    0.000    0.000    0.000    0.000 path.py:199(vertices)
        1    0.000    0.000    0.032    0.032 sig_gen.py:10(load_AS)
      747    0.000    0.000    0.001    0.000 font_manager.py:902(set_math_fontfamily)
       22    0.000    0.000    0.001    0.000 sre_compile.py:492(_get_charset_prefix)
      101    0.000    0.000    0.012    0.000 backend_pdf.py:1924(draw_path)
      175    0.000    0.000    0.001    0.000 transforms.py:2457(get_matrix)
      325    0.000    0.000    0.003    0.000 transforms.py:326(xmin)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_dynamic}
      487    0.000    0.000    0.001    0.000 ticker.py:292(fix_minus)
      100    0.000    0.000    0.001    0.000 axis.py:1635(set_major_locator)
       29    0.000    0.000    0.001    0.000 pathlib.py:63(parse_parts)
      311    0.000    0.000    0.001    0.000 lines.py:641(set_data)
      101    0.000    0.000    0.066    0.001 backend_agg.py:133(draw_path)
       13    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
  252/120    0.000    0.000    0.070    0.001 pyparsing.py:1313(wrapper)
     1627    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
      204    0.000    0.000    0.006    0.000 lines.py:1159(set_marker)
       12    0.000    0.000    0.008    0.001 axis.py:653(__init__)
    76/39    0.000    0.000    0.001    0.000 units.py:192(get_converter)
      385    0.000    0.000    0.003    0.000 {method 'min' of 'numpy.ndarray' objects}
      311    0.000    0.000    0.003    0.000 lines.py:1217(set_markerfacecoloralt)
       72    0.000    0.000    0.009    0.000 axis.py:773(clear)
      412    0.000    0.000    0.007    0.000 backend_bases.py:674(new_gc)
      936    0.000    0.000    0.000    0.000 artist.py:222(axes)
      347    0.000    0.000    0.001    0.000 shape_base.py:608(_column_stack_dispatcher)
      333    0.000    0.000    0.002    0.000 text.py:236(get_rotation)
      347    0.000    0.000    0.005    0.000 <__array_function__ internals>:2(column_stack)
      456    0.000    0.000    0.003    0.000 axis.py:306(set_label1)
      264    0.000    0.000    0.003    0.000 _mathtext.py:242(_get_font)
      331    0.000    0.000    0.000    0.000 transforms.py:266(x0)
       28    0.000    0.000    0.110    0.004 _mathtext.py:674(__init__)
        9    0.000    0.000    0.004    0.000 backend_pdf.py:2095(draw_mathtext)
      306    0.000    0.000    0.000    0.000 transforms.py:365(intervaly)
      535    0.000    0.000    0.004    0.000 font_manager.py:708(__eq__)
       96    0.000    0.000    0.019    0.000 _mathtext.py:1138(__init__)
    117/2    0.000    0.000    0.001    0.001 pyparsing.py:3928(streamline)
       30    0.000    0.000    0.026    0.001 offsetbox.py:818(get_extent)
     1391    0.000    0.000    0.000    0.000 __init__.py:861(<listcomp>)
       24    0.000    0.000    0.000    0.000 {built-in method color}
      101    0.000    0.000    0.002    0.000 backend_pdf.py:1768(pathOperations)
        1    0.000    0.000    0.163    0.163 _mathtext.py:2008(__init__)
      311    0.000    0.000    0.001    0.000 lines.py:1314(set_dash_joinstyle)
      669    0.000    0.000    0.001    0.000 transforms.py:2648(get_matrix)
       65    0.000    0.000    0.112    0.002 axis.py:1352(get_major_ticks)
      260    0.000    0.000    0.000    0.000 fromnumeric.py:3127(ndim)
     1791    0.000    0.000    0.000    0.000 __init__.py:79(<genexpr>)
      327    0.000    0.000    0.001    0.000 stride_tricks.py:536(<listcomp>)
       46    0.000    0.000    0.002    0.000 transforms.py:1037(set)
        7    0.000    0.000    0.001    0.000 _layoutgrid.py:34(__init__)
      122    0.000    0.000    0.014    0.000 _mathtext.py:591(_get_glyph)
      361    0.000    0.000    0.000    0.000 lines.py:32(_get_dash_pattern)
      826    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       32    0.000    0.000    0.054    0.002 axis.py:1852(_get_tick_boxes_siblings)
     2070    0.000    0.000    0.000    0.000 multiarray.py:736(dot)
      345    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(all)
       18    0.000    0.000    0.003    0.000 {method 'emit' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
        4    0.000    0.000    0.024    0.006 backend_pdf.py:1126(<listcomp>)
      269    0.000    0.000    0.000    0.000 transforms.py:356(intervalx)
      275    0.000    0.000    0.013    0.000 font_manager.py:674(_from_any)
      433    0.000    0.000    0.000    0.000 __init__.py:1890(_str_lower_equal)
       10    0.000    0.000    0.006    0.001 _base.py:2175(_update_patch_limits)
      116    0.000    0.000    0.001    0.000 fromnumeric.py:2539(ptp)
