         4310950 function calls (4216646 primitive calls) in 6.463 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       99    0.000    0.000    0.000    0.000 helper.py:161(_workers)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:629(spec_from_file_location)
        3    0.000    0.000    0.000    0.000 enum.py:200(<setcomp>)
        7    0.000    0.000    0.002    0.000 figure.py:2415(set_constrained_layout)
       51    0.000    0.000    0.000    0.000 base.py:600(__len__)
        1    0.000    0.000    0.003    0.003 JpegImagePlugin.py:34(<module>)
       24    0.000    0.000    0.000    0.000 {built-in method setDevicePixelRatio}
       28    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       46    0.000    0.000    0.000    0.000 _mathtext.py:2299(__init__)
       19    0.000    0.000    0.000    0.000 backend_pdf.py:2470(push)
        4    0.000    0.000    0.000    0.000 numeric.py:2337(within_tol)
       56    0.000    0.000    0.001    0.000 _methods.py:54(_any)
        5    0.000    0.000    0.000    0.000 __init__.py:772(__init__)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3514(parseImpl)
        4    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
      198    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       31    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        3    0.000    0.000    0.000    0.000 figure.py:186(__init__)
       42    0.000    0.000    0.000    0.000 base.py:5287(_maybe_cast_indexer)
        3    0.000    0.000    0.283    0.094 backend_bases.py:3538(new_figure_manager)
       61    0.000    0.000    0.000    0.000 pyparsing.py:1452(setName)
       24    0.000    0.000    0.003    0.000 spines.py:206(register_axis)
        3    0.000    0.000    0.003    0.001 backend_qt5.py:511(closeEvent)
       25    0.000    0.000    0.000    0.000 blocks.py:161(_check_ndim)
       10    0.000    0.000    0.001    0.000 inspect.py:3103(signature)
       11    0.000    0.000    0.000    0.000 transforms.py:912(update_from_data_xy)
       34    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
       15    0.000    0.000    0.000    0.000 enum.py:398(__members__)
      187    0.000    0.000    0.000    0.000 backend_bases.py:862(get_rgb)
        1    0.000    0.000    0.002    0.002 _axes.py:5996(pcolormesh)
        4    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_decoder}
        4    0.000    0.000    0.032    0.008 Image.py:873(convert)
       43    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
       25    0.000    0.000    0.000    0.000 _dtype.py:307(_name_includes_bit_suffix)
       23    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
        7    0.000    0.000    0.000    0.000 backend_bases.py:2761(notify_axes_change)
        6    0.000    0.000    0.000    0.000 figure.py:788(_add_axes_internal)
       19    0.000    0.000    0.000    0.000 backend_pdf.py:2477(pop)
        3    0.000    0.000    0.000    0.000 inspect.py:1850(_signature_is_functionlike)
       27    0.000    0.000    0.000    0.000 axis.py:754(limit_range_for_scale)
       13    0.000    0.000    0.001    0.000 blocks.py:2721(make_block)
       90    0.000    0.000    0.000    0.000 pyparsing.py:639(__len__)
        1    0.000    0.000    0.002    0.002 soundfile.py:170(read)
       20    0.000    0.000    0.000    0.000 numerictypes.py:230(obj2sctype)
       17    0.000    0.000    0.001    0.000 stride_tricks.py:544(<listcomp>)
       39    0.000    0.000    0.000    0.000 series.py:488(name)
       20    0.000    0.000    0.000    0.000 numerictypes.py:435(__getitem__)
        6    0.000    0.000    0.001    0.000 collections.py:900(update_scalarmappable)
       23    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
       23    0.000    0.000    0.000    0.000 figure.py:232(<genexpr>)
       24    0.000    0.000    0.000    0.000 {built-in method math.copysign}
       31    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(where)
      179    0.000    0.000    0.000    0.000 fromnumeric.py:1825(_nonzero_dispatcher)
       18    0.000    0.000    0.009    0.000 offsetbox.py:277(get_offset)
       10    0.000    0.000    0.001    0.000 _mathtext.py:301(get_xheight)
        3    0.000    0.000    0.281    0.094 backend_bases.py:3547(new_figure_manager_given_figure)
        4    0.000    0.000    0.001    0.000 _axes.py:92(set_title)
       64    0.000    0.000    0.000    0.000 axis.py:704(get_remove_overlapping_locs)
       30    0.000    0.000    0.028    0.001 image.py:138(flush_images)
        5    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.is_sorted}
        6    0.000    0.000    0.000    0.000 signal.py:45(signal)
      135    0.000    0.000    0.000    0.000 function_base.py:1160(_diff_dispatcher)
       97    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       10    0.000    0.000    0.050    0.005 numeric.py:748(convolve)
        7    0.000    0.000    0.000    0.000 mathtext.py:104(__init__)
       24    0.000    0.000    0.000    0.000 {built-in method backgroundRole}
       24    0.000    0.000    0.000    0.000 colors.py:1226(autoscale_None)
        1    0.000    0.000    0.004    0.004 _axes.py:1361(plot)
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
      109    0.000    0.000    0.000    0.000 backend_pdf.py:331(__init__)
        1    0.000    0.000    0.000    0.000 tokenize.py:388(open)
        3    0.000    0.000    0.000    0.000 backend_bases.py:1803(close_event)
       11    0.000    0.000    0.001    0.000 transforms.py:963(p1)
        7    0.000    0.000    1.144    0.163 artist.py:72(draw_wrapper)
        3    0.000    0.000    0.000    0.000 figure.py:1368(add_gridspec)
        2    0.000    0.000    0.000    0.000 validation.py:404(check_array)
       45    0.000    0.000    0.000    0.000 axis.py:1491(have_units)
       10    0.000    0.000    0.002    0.000 indexing.py:909(_getbool_axis)
        9    0.000    0.000    0.000    0.000 numeric.py:218(ones_like)
       24    0.000    0.000    0.000    0.000 series.py:439(_set_axis)
       85    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        6    0.000    0.000    0.000    0.000 rcsetup.py:137(validate_bool)
       57    0.000    0.000    0.000    0.000 offsetbox.py:101(<listcomp>)
       51    0.000    0.000    0.000    0.000 patches.py:313(set_antialiased)
       43    0.000    0.000    0.000    0.000 spines.py:582(__iter__)
       36    0.000    0.000    0.000    0.000 _collections_abc.py:701(__len__)
      126    0.000    0.000    0.000    0.000 fromnumeric.py:2042(_clip_dispatcher)
       21    0.000    0.000    0.000    0.000 backend_pdf.py:2454(rgb_cmd)
        3    0.000    0.000    0.000    0.000 stride_tricks.py:38(as_strided)
       11    0.000    0.000    0.000    0.000 frame.py:3306(_box_col_values)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:493(_classify_pyc)
        7    0.000    0.000    0.000    0.000 backend_bases.py:1788(draw_event)
      141    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       20    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       10    0.000    0.000    0.000    0.000 base.py:742(take)
      169    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        3    0.000    0.000    0.283    0.094 pyplot.py:313(new_figure_manager)
        7    0.000    0.000    0.000    0.000 mathtext.py:295(__init__)
        3    0.000    0.000    0.001    0.000 arrayprint.py:523(array2string)
       80    0.000    0.000    0.000    0.000 inference.py:322(is_hashable)
       44    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
       16    0.000    0.000    0.000    0.000 figure.py:233(<lambda>)
        6    0.000    0.000    0.000    0.000 backend_qt5.py:764(set_cursor)
       26    0.000    0.000    0.000    0.000 flags.py:47(__init__)
       14    0.000    0.000    0.000    0.000 backend_pdf.py:317(<listcomp>)
     13/6    0.000    0.000    0.012    0.002 {built-in method builtins.exec}
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
       29    0.000    0.000    0.000    0.000 pathlib.py:1048(_init)
       20    0.000    0.000    0.000    0.000 core.py:200(_recursive_fill_value)
        6    0.000    0.000    0.000    0.000 _base.py:1565(set_box_aspect)
      174    0.000    0.000    0.000    0.000 _mathtext.py:2314(font)
       18    0.000    0.000    0.000    0.000 deprecation.py:121(deprecated)
       30    0.000    0.000    0.000    0.000 text.py:514(_update_clip_properties)
       12    0.000    0.000    0.000    0.000 cast.py:1257(maybe_castable)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        7    0.000    0.000    0.003    0.000 _subplots.py:69(set_subplotspec)
        5    0.000    0.000    0.000    0.000 backend_qt5.py:436(draw)
        3    0.000    0.000    0.000    0.000 cast.py:1617(construct_1d_object_array_from_listlike)
       75    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       16    0.000    0.000    0.000    0.000 core.py:3123(view)
        7    0.000    0.000    0.000    0.000 inspect.py:2865(replace)
        5    0.000    0.000    0.000    0.000 __init__.py:1280(getLogger)
      108    0.000    0.000    0.000    0.000 offsetbox.py:481(<genexpr>)
        3    0.000    0.000    0.002    0.001 backend_agg.py:391(copy_from_bbox)
       11    0.000    0.000    0.000    0.000 managers.py:1863(_asarray_compat)
       15    0.000    0.000    0.000    0.000 core.py:7907(asarray)
       46    0.000    0.000    0.000    0.000 patches.py:297(get_edgecolor)
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 warnings.py:35(_formatwarnmsg_impl)
        5    0.000    0.000    0.000    0.000 __init__.py:1400(__init__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2191(__sub__)
        5    0.000    0.000    0.003    0.001 _base.py:2093(add_line)
       60    0.000    0.000    0.000    0.000 legend.py:930(get_bbox_to_anchor)
       28    0.000    0.000    0.000    0.000 _layoutgrid.py:83(<listcomp>)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:138(_create_pdf_info_dict)
        3    0.000    0.000    0.000    0.000 enum.py:143(__prepare__)
      144    0.000    0.000    0.000    0.000 offsetbox.py:168(<genexpr>)
       86    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 core.py:282(_scalar_fill_value)
       10    0.000    0.000    0.002    0.000 indexing.py:1479(_getitem_axis)
        6    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.count_bboxes_overlapping_bbox}
        5    0.000    0.000    0.000    0.000 __init__.py:1331(_fixupParents)
        2    0.000    0.000    0.000    0.000 _base.py:3637(set_ylabel)
       16    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.dragon4_positional}
       18    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
       56    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       30    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       38    0.000    0.000    0.000    0.000 common.py:1743(validate_all_hashable)
       13    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
        6    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
       44    0.000    0.000    0.000    0.000 common.py:463(is_period_dtype)
        5    0.000    0.000    0.000    0.000 backend_qt5.py:446(draw_idle)
       30    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
        5    0.000    0.000    0.000    0.000 {built-in method update}
        7    0.000    0.000    0.001    0.000 mathtext.py:306(get_results)
       32    0.000    0.000    0.000    0.000 common.py:703(is_integer_dtype)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
      131    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       48    0.000    0.000    0.000    0.000 pyparsing.py:5015(__init__)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
       48    0.000    0.000    0.000    0.000 common.py:190(classes_and_not_datetimelike)
       24    0.000    0.000    0.000    0.000 managers.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:1052(_init)
        8    0.000    0.000    0.000    0.000 base.py:796(__iter__)
      206    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       87    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      116    0.000    0.000    0.000    0.000 fromnumeric.py:2535(_ptp_dispatcher)
       87    0.000    0.000    0.000    0.000 spines.py:197(get_path)
        5    0.000    0.000    0.002    0.000 _base.py:2119(_update_line_limits)
        6    0.000    0.000    0.000    0.000 _base.py:3275(set_axis_on)
       10    0.000    0.000    0.000    0.000 indexing.py:103(iloc)
       14    0.000    0.000    0.066    0.005 _mathtext.py:2339(math_string)
      178    0.000    0.000    0.000    0.000 backend_bases.py:678(points_to_pixels)
       55    0.000    0.000    0.000    0.000 series.py:585(_values)
        3    0.000    0.000    2.603    0.868 pyplot.py:333(show)
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       14    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
        3    0.000    0.000    0.000    0.000 enum.py:579(_find_new_)
       76    0.000    0.000    0.000    0.000 common.py:1762(<genexpr>)
       56    0.000    0.000    0.000    0.000 {method 'suggestValue' of 'kiwisolver.Solver' objects}
      103    0.000    0.000    0.000    0.000 common.py:187(<lambda>)
        6    0.000    0.000    0.001    0.000 _base.py:1099(_gen_axes_patch)
       37    0.000    0.000    0.000    0.000 pyparsing.py:3812(parseImpl)
        4    0.000    0.000    0.001    0.000 backend_pdf.py:1894(draw_image)
        3    0.000    0.000    0.001    0.000 arrayprint.py:416(_get_format_function)
        4    0.000    0.000    0.000    0.000 _mathtext.py:1419(vpack)
       64    0.000    0.000    0.000    0.000 common.py:129(cast_scalar_indexer)
        9    0.000    0.000    0.000    0.000 __init__.py:606(__init__)
      159    0.000    0.000    0.000    0.000 pyparsing.py:4026(<genexpr>)
        6    0.000    0.000    0.000    0.000 textpath.py:24(__init__)
      160    0.000    0.000    0.000    0.000 backend_bases.py:655(flipy)
       28    0.000    0.000    0.000    0.000 _layoutgrid.py:98(<listcomp>)
       39    0.000    0.000    0.000    0.000 _ufunc_config.py:425(__init__)
       63    0.000    0.000    0.000    0.000 __init__.py:108(__hash__)
       12    0.000    0.000    0.000    0.000 _base.py:2224(_unit_change_handler)
        2    0.000    0.000    0.000    0.000 validation.py:83(_assert_all_finite)
       12    0.000    0.000    0.000    0.000 transforms.py:1686(_init)
        3    0.000    0.000    0.405    0.135 pyplot.py:1304(subplots)
       99    0.000    0.000    0.000    0.000 ticker.py:645(set_useMathText)
       14    0.000    0.000    0.001    0.000 _mathtext.py:2342(math)
        1    0.000    0.000    0.001    0.001 backend_mixed.py:87(stop_rasterizing)
        3    0.000    0.000    0.000    0.000 arrayprint.py:869(__init__)
       10    0.000    0.000    0.000    0.000 {built-in method resize}
       24    0.000    0.000    0.002    0.000 spines.py:219(clear)
        4    0.000    0.000    0.000    0.000 {setAttribute}
        3    0.000    0.000    0.001    0.000 image.py:933(set_extent)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_GetCurrentProcessExplicitAppUserModelID}
      145    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       12    0.000    0.000    0.000    0.000 transforms.py:1677(__init__)
       48    0.000    0.000    0.000    0.000 pyparsing.py:5031(__ilshift__)
       20    0.000    0.000    0.000    0.000 core.py:215(_get_dtype_of)
       15    0.000    0.000    0.000    0.000 backend_bases.py:3039(_mouse_event_to_message)
        3    0.000    0.000    0.028    0.009 offsetbox.py:350(get_window_extent)
        6    0.000    0.000    0.000    0.000 {built-in method setCheckable}
        4    0.000    0.000    0.000    0.000 numeric.py:2257(isclose)
       10    0.000    0.000    0.000    0.000 arraysetops.py:640(isin)
        6    0.000    0.000    0.000    0.000 backend_pdf.py:680(<genexpr>)
        8    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       10    0.000    0.000    0.000    0.000 mathtext.py:423(__init__)
        5    0.000    0.000    0.000    0.000 gridspec.py:33(__init__)
        7    0.000    0.000    0.000    0.000 mathtext.py:60(__init__)
        3    0.000    0.000    0.000    0.000 offsetbox.py:709(__init__)
       13    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        8    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        4    0.000    0.000    0.000    0.000 function_base.py:1701(extract)
        5    0.000    0.000    0.000    0.000 axis.py:1548(set_label_text)
       26    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       26    0.000    0.000    0.000    0.000 __init__.py:659(clear)
      187    0.000    0.000    0.000    0.000 ticker.py:304(_set_locator)
        3    0.000    0.000    0.000    0.000 pyplot.py:862(get_fignums)
       32    0.000    0.000    0.000    0.000 artist.py:737(set_clip_box)
       36    0.000    0.000    0.000    0.000 text.py:365(<listcomp>)
       10    0.000    0.000    0.000    0.000 figure.py:2510(set_canvas)
       46    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       30    0.000    0.000    0.000    0.000 __init__.py:99(__init__)
        1    0.000    0.000    0.000    0.000 ntpath.py:77(join)
        3    0.000    0.000    0.122    0.041 figure.py:800(subplots)
       49    0.000    0.000    0.000    0.000 common.py:1575(get_dtype)
       41    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
       10    0.000    0.000    0.000    0.000 _mathtext.py:1283(shrink)
       42    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       10    0.000    0.000    0.000    0.000 _mathtext.py:1043(_get_font_constant_set)
        3    0.000    0.000    0.001    0.000 arrayprint.py:468(wrapper)
       10    0.000    0.000    0.001    0.000 inspect.py:2851(from_callable)
        7    0.000    0.000    0.000    0.000 __init__.py:664(bubble)
       70    0.000    0.000    0.000    0.000 common.py:317(apply_if_callable)
        1    0.000    0.000    0.000    0.000 parsers.py:1272(__init__)
       24    0.000    0.000    0.000    0.000 {built-in method value}
        3    0.000    0.000    0.001    0.000 arrayprint.py:485(_array2string)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1426(_get_spec)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(real)
        8    0.000    0.000    0.000    0.000 _base.py:3746(get_ylim)
        7    0.000    0.000    0.000    0.000 _layoutgrid.py:136(add_constraints)
       48    0.000    0.000    0.000    0.000 artist.py:1160(<genexpr>)
      100    0.000    0.000    0.000    0.000 text.py:268(get_rotation_mode)
        1    0.000    0.000    0.000    0.000 managers.py:232(_rebuild_blknos_and_blklocs)
       11    0.000    0.000    0.000    0.000 arrayprint.py:946(<genexpr>)
        3    0.000    0.000    0.000    0.000 patches.py:2027(call_wrapper)
        7    0.000    0.000    0.000    0.000 axis.py:960(get_inverted)
       24    0.000    0.000    0.000    0.000 axis.py:998(_set_artist_props)
      103    0.000    0.000    0.000    0.000 common.py:185(classes)
        2    0.000    0.000    0.001    0.000 backend_pdf.py:796(close)
        6    0.000    0.000    0.000    0.000 deprecation.py:241(finalize)
        6    0.000    0.000    0.000    0.000 {built-in method _signal.signal}
       45    0.000    0.000    0.000    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
     21/6    0.000    0.000    0.015    0.002 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
       32    0.000    0.000    0.000    0.000 _base.py:1083(get_axes_locator)
        7    0.000    0.000    0.000    0.000 _base.py:1419(set_aspect)
       13    0.000    0.000    0.000    0.000 _base.py:3354(get_xbound)
      147    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       84    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       64    0.000    0.000    0.000    0.000 axis.py:1275(<listcomp>)
       24    0.000    0.000    0.000    0.000 base.py:4316(_can_hold_identifiers_and_holds_name)
       12    0.000    0.000    0.000    0.000 managers.py:1577(from_array)
       30    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:846(sort)
       60    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       14    0.000    0.000    0.000    0.000 transforms.py:2154(__init__)
        2    0.000    0.000    0.000    0.000 base.py:1764(is_unique)
        8    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        6    0.000    0.000    0.000    0.000 shape_base.py:139(atleast_3d)
       54    0.000    0.000    0.000    0.000 inspect.py:2821(<genexpr>)
      102    0.000    0.000    0.000    0.000 axis.py:149(<dictcomp>)
      3/2    0.000    0.000    0.000    0.000 gridspec.py:557(get_subplot_params)
       24    0.000    0.000    0.000    0.000 {built-in method PyQt5.QtCore.qVersion}
       38    0.000    0.000    0.000    0.000 core.py:3230(_scalar_heuristic)
       20    0.000    0.000    0.000    0.000 core.py:666(getdata)
       16    0.000    0.000    0.000    0.000 text.py:1096(set_fontweight)
        3    0.000    0.000    0.000    0.000 image.py:233(__init__)
       12    0.000    0.000    0.000    0.000 axis.py:2241(get_minpos)
        8    0.000    0.000    0.000    0.000 gridspec.py:600(__init__)
        2    0.000    0.000    0.002    0.001 backend_bases.py:1957(enter_notify_event)
       33    0.000    0.000    0.030    0.001 re.py:250(compile)
       30    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4006(__init__)
      2/1    0.000    0.000    0.000    0.000 colorbar.py:893(_process_values)
       38    0.000    0.000    0.000    0.000 axis.py:738(get_scale)
       18    0.000    0.000    0.000    0.000 core.py:1419(getmaskarray)
        5    0.000    0.000    0.000    0.000 deprecation.py:385(<genexpr>)
       25    0.000    0.000    0.001    0.000 transforms.py:1693(__eq__)
      161    0.000    0.000    0.000    0.000 pyparsing.py:4046(<genexpr>)
       20    0.000    0.000    0.000    0.000 _mathtext.py:1663(shrink)
       13    0.000    0.000    0.000    0.000 figure.py:155(update)
       95    0.000    0.000    0.000    0.000 axis.py:392(<dictcomp>)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:424(_get_cached)
       12    0.000    0.000    0.001    0.000 _mathtext.py:1913(Error)
        3    0.000    0.000    0.000    0.000 image.py:684(set_data)
        1    0.000    0.000    0.001    0.001 soundfile.py:1301(_array_io)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:376(cached)
      122    0.000    0.000    0.000    0.000 _mathtext.py:495(_map_virtual_font)
        7    0.000    0.000    0.000    0.000 figure.py:2448(set_constrained_layout_pads)
       32    0.000    0.000    0.000    0.000 _base.py:1416(get_aspect)
       13    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       21    0.000    0.000    0.000    0.000 core.py:3731(filled)
        3    0.000    0.000    0.000    0.000 inspect.py:1838(_signature_is_builtin)
        9    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(inv)
        3    0.000    0.000    0.000    0.000 figure.py:2728(clf)
        8    0.000    0.000    0.000    0.000 figure.py:2650(get_size_inches)
       95    0.000    0.000    0.000    0.000 axis.py:397(<dictcomp>)
       10    0.000    0.000    0.000    0.000 algorithms.py:1570(take)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:416(ImageFileDirectory_v2)
       17    0.000    0.000    0.000    0.000 transforms.py:1548(get_matrix)
        3    0.000    0.000    0.003    0.001 backend_qt5.py:582(_widgetclosed)
        3    0.000    0.000    0.000    0.000 backend_qt5.py:619(destroy)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:27(<module>)
       82    0.000    0.000    0.000    0.000 pyparsing.py:1561(<genexpr>)
        6    0.000    0.000    0.000    0.000 __init__.py:44(get_projection_class)
       42    0.000    0.000    0.000    0.000 base.py:1875(is_floating)
       12    0.000    0.000    0.000    0.000 blocks.py:288(make_block_same_class)
       19    0.000    0.000    0.000    0.000 transforms.py:2740(get_transformed_path_and_affine)
        5    0.000    0.000    0.000    0.000 cm.py:246(__init__)
      8/4    0.000    0.000    0.001    0.000 transforms.py:2409(inverted)
        6    0.000    0.000    0.002    0.000 offsetbox.py:846(draw)
        2    0.000    0.000    0.000    0.000 _base.py:2682(<listcomp>)
       95    0.000    0.000    0.000    0.000 axis.py:379(<dictcomp>)
       18    0.000    0.000    0.001    0.000 transforms.py:1443(__array__)
        3    0.000    0.000    0.000    0.000 patches.py:3872(set_bounds)
       10    0.000    0.000    0.002    0.000 indexing.py:882(__getitem__)
       69    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        9    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ones_like)
        4    0.000    0.000    0.000    0.000 deprecation.py:392(<listcomp>)
        6    0.000    0.000    0.000    0.000 transforms.py:631(<listcomp>)
      108    0.000    0.000    0.000    0.000 offsetbox.py:482(<genexpr>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:715(_extendLine_pretty)
        1    0.000    0.000    0.000    0.000 collections.py:236(get_datalim)
        6    0.000    0.000    0.000    0.000 collections.py:866(_set_mappable_flags)
       15    0.000    0.000    0.000    0.000 axis.py:2508(get_minpos)
        1    0.000    0.000    0.000    0.000 enum.py:430(_create_)
       16    0.000    0.000    0.000    0.000 Image.py:814(load)
        6    0.000    0.000    0.000    0.000 cm.py:437(set_norm)
        1    0.000    0.000    0.011    0.011 parsers.py:447(_read)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:225(_datetime_to_pdf)
        4    0.000    0.000    0.000    0.000 _axes.py:2127(<listcomp>)
       48    0.000    0.000    0.000    0.000 _base.py:725(get_window_extent)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
       10    0.000    0.000    0.000    0.000 core.py:294(minimum_fill_value)
       28    0.000    0.000    0.000    0.000 common.py:388(is_datetime64tz_dtype)
       67    0.000    0.000    0.000    0.000 backend_bases.py:918(set_clip_rectangle)
      144    0.000    0.000    0.000    0.000 offsetbox.py:169(<genexpr>)
       72    0.000    0.000    0.000    0.000 axis.py:1511(set_units)
        5    0.000    0.000    0.000    0.000 numeric.py:1245(rollaxis)
       20    0.000    0.000    0.000    0.000 core.py:3504(mask)
      123    0.000    0.000    0.000    0.000 pyparsing.py:4239(<genexpr>)
       10    0.000    0.000    0.000    0.000 indexing.py:2238(check_bool_indexer)
        1    0.000    0.000    0.000    0.000 backend_ps.py:818(FigureCanvasPS)
        3    0.000    0.000    0.000    0.000 windows.py:2051(get_window)
       31    0.000    0.000    0.000    0.000 _base.py:2359(<listcomp>)
        2    0.000    0.000    0.000    0.000 axis.py:1797(set_ticks)
       26    0.000    0.000    0.000    0.000 common.py:1307(is_float_dtype)
        8    0.000    0.000    0.000    0.000 TiffImagePlugin.py:660(_register_basic)
        2    0.000    0.000    0.998    0.499 backend_qt5agg.py:77(print_figure)
        1    0.000    0.000    0.011    0.011 parsers.py:533(read_csv)
        4    0.000    0.000    0.000    0.000 core.py:1689(mask_or)
        2    0.000    0.000    0.000    0.000 collections.py:597(set_linewidth)
        7    0.000    0.000    0.000    0.000 enum.py:543(_find_data_type)
        6    0.000    0.000    0.000    0.000 __init__.py:735(safe_masked_invalid)
        5    0.000    0.000    0.001    0.000 _base.py:350(_makeline)
       10    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(unravel_index)
        7    0.000    0.000    0.014    0.002 fromnumeric.py:93(take)
        3    0.000    0.000    0.000    0.000 _pylab_helpers.py:123(set_active)
       40    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
       16    0.000    0.000    0.000    0.000 backend_bases.py:1771(is_saving)
        3    0.000    0.000    0.000    0.000 backend_bases.py:1794(resize_event)
        7    0.000    0.000    0.000    0.000 backend_bases.py:3327(update)
        2    0.000    0.000    0.000    0.000 backend_qt5.py:605(resize)
        6    0.000    0.000    0.000    0.000 rcsetup.py:207(validate_axisbelow)
        9    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(empty_like)
        4    0.000    0.000    0.000    0.000 Image.py:2662(new)
      103    0.000    0.000    0.000    0.000 scale.py:89(__init__)
